0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
0,8,8,0,0,0.000702210443121
0,2,0,0,0,0.000135470618509
1,8,8,0,0,0.000702210443121
1,2,0,0,0,0.000135470618509
0,8,8,0,0,0.000702210443121
1,2,0,0,0,0.000135470618509
1,8,8,0,0,0.000702210443121
0,2,0,0,0,0.000135470618509
0,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
1,2,0,0,0,0.000135470618509
0,8,8,0,0,0.000702210443121
1,8,8,0,0,0.000702210443121
0,8,8,0,0,0.000702210443121
1,8,8,0,0,0.000702210443121
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
0,8,8,0,0,0.000702210443121
0,2,2,0,0,0.000243238280212
1,8,8,0,0,0.000702210443121
1,2,2,0,0,0.000243238280212
0,8,8,0,0,0.000702210443121
1,2,2,0,0,0.000243238280212
1,8,8,0,0,0.000702210443121
0,2,2,0,0,0.000243238280212
0,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
1,2,2,0,0,0.000243238280212
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
1,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
0,8,8,0,0,0.000702210443121
0,2,3,0,0,0.000329858077418
1,8,8,0,0,0.000702210443121
1,2,3,0,0,0.000329858077418
0,8,8,0,0,0.000702210443121
1,2,3,0,0,0.000329858077418
1,8,8,0,0,0.000702210443121
0,2,3,0,0,0.000329858077418
0,2,3,0,0,0.000329858077418
